Text,Type,Score,File,Line Number
Lent,PERSON,0.5679096579551697,Chapter4.txt,229
Christians,ORGANIZATION,0.878608226776123,Chapter4.txt,229
Easter,EVENT,0.8057354092597961,Chapter4.txt,230
today,DATE,0.9078437685966492,Chapter4.txt,231
Shrove Tuesday,EVENT,0.7939223647117615,Chapter4.txt,232
Pancake Day,EVENT,0.811995267868042,Chapter4.txt,233
Ash,PERSON,0.4318431615829468,Chapter4.txt,234
Wednesday,DATE,0.9880357384681702,Chapter4.txt,235
Christians,ORGANIZATION,0.9213576912879944,Chapter4.txt,235
Easter,EVENT,0.8346027135848999,Chapter4.txt,237
Easter,EVENT,0.573695182800293,Chapter4.txt,237
October,DATE,0.9941480159759521,Chapter4.txt,241
November,DATE,0.9973894953727722,Chapter4.txt,241
five days,QUANTITY,0.9956582188606262,Chapter4.txt,241
Hindus,PERSON,0.34560954570770264,Chapter4.txt,242
Sikhs,PERSON,0.8887668251991272,Chapter4.txt,242
Diwali,LOCATION,0.2369644045829773,Chapter4.txt,245
Leicester,LOCATION,0.9900660514831543,Chapter4.txt,245
Diwali,EVENT,0.27303963899612427,Chapter4.txt,247
HMSO,ORGANIZATION,0.7913879156112671,Chapter4.txt,250
Hannukah,PERSON,0.23662008345127106,Chapter4.txt,259
November,DATE,0.9803487658500671,Chapter4.txt,259
December,DATE,0.9992365837097168,Chapter4.txt,259
eight days,QUANTITY,0.9752477407455444,Chapter4.txt,259
Jews,OTHER,0.9322843551635742,Chapter4.txt,260
each day,QUANTITY,0.9255669713020325,Chapter4.txt,260
eight candles,QUANTITY,0.9177796244621277,Chapter4.txt,261
eight,QUANTITY,0.9135109782218933,Chapter4.txt,263
Eid a-Fitr,PERSON,0.8592137098312378,Chapter4.txt,264
Ramadan,EVENT,0.7285352349281311,Chapter4.txt,264
Muslims,ORGANIZATION,0.912074863910675,Chapter4.txt,264
Allah,PERSON,0.7494752407073975,Chapter4.txt,265
Muslims,ORGANIZATION,0.9188259243965149,Chapter4.txt,266
Eid ul Adha,PERSON,0.8562697172164917,Chapter4.txt,268
Ibrahim,PERSON,0.9919058084487915,Chapter4.txt,268
God,PERSON,0.900831401348114,Chapter4.txt,269
Muslims,ORGANIZATION,0.9036912322044373,Chapter4.txt,269
God,PERSON,0.5451830625534058,Chapter4.txt,270
Muslims,ORGANIZATION,0.9529317617416382,Chapter4.txt,270
Britain,LOCATION,0.4926864802837372,Chapter4.txt,271
Vaisakhi,LOCATION,0.6844706535339355,Chapter4.txt,272
Baisakhi,LOCATION,0.876624345779419,Chapter4.txt,272
Sikh,OTHER,0.7664880752563477,Chapter4.txt,272
Sikh,OTHER,0.6901101469993591,Chapter4.txt,273
Khalsa,PERSON,0.34065020084381104,Chapter4.txt,273
14,QUANTITY,0.8064461946487427,Chapter4.txt,273
April each year,DATE,0.8804895281791687,Chapter4.txt,274
1 January,DATE,0.9966668486595154,Chapter4.txt,277
31 December,DATE,0.9896196126937866,Chapter4.txt,278
New Year’s Eve,EVENT,0.9638561010360718,Chapter4.txt,278
Scotland,LOCATION,0.9967027306556702,Chapter4.txt,278
31 December,DATE,0.973653256893158,Chapter4.txt,278
Hogmanay,EVENT,0.3685372471809387,Chapter4.txt,279
2 January,DATE,0.9980518221855164,Chapter4.txt,279
Scottish,OTHER,0.7472354173660278,Chapter4.txt,279
Christmas,EVENT,0.9199284911155701,Chapter4.txt,280
Valentine’s Day,EVENT,0.9981682300567627,Chapter4.txt,281
14 February,DATE,0.9872027039527893,Chapter4.txt,281
April Fool’s Day,EVENT,0.8796621561050415,Chapter4.txt,283
1 April,DATE,0.9976173639297485,Chapter4.txt,283
each,QUANTITY,0.4348229169845581,Chapter4.txt,283
April,DATE,0.9590161442756653,Chapter4.txt,284
Sunday,DATE,0.9480916857719421,Chapter4.txt,286
Mother’s day,EVENT,0.9897212386131287,Chapter4.txt,286
Sunday,DATE,0.7837432622909546,Chapter4.txt,286
three weeks,QUANTITY,0.7707769274711609,Chapter4.txt,286
Easter,EVENT,0.6271235942840576,Chapter4.txt,287
Father’s Day,EVENT,0.9988436698913574,Chapter4.txt,288
third Sunday,DATE,0.6502230167388916,Chapter4.txt,288
June,DATE,0.9944304823875427,Chapter4.txt,288
Halloween,EVENT,0.8741315007209778,Chapter4.txt,290
31 October,DATE,0.9924653768539429,Chapter4.txt,290
Bonfire Night,TITLE,0.7360008955001831,Chapter4.txt,295
5 November,DATE,0.9687015414237976,Chapter4.txt,295
Great Britain,LOCATION,0.9739592671394348,Chapter4.txt,295
HMSO,ORGANIZATION,0.7913879156112671,Chapter4.txt,298
1605,DATE,0.9950700998306274,Chapter4.txt,307
Catholics,ORGANIZATION,0.8508480787277222,Chapter4.txt,307
Guy Fawkes,PERSON,0.9858279228210449,Chapter4.txt,307
Remembrance Day,EVENT,0.8617575168609619,Chapter4.txt,309
11 November,DATE,0.9945835471153259,Chapter4.txt,309
World War,EVENT,0.9748783707618713,Chapter4.txt,311
11 November 1918,DATE,0.9995518326759338,Chapter4.txt,311
First World War,EVENT,0.9927264451980591,Chapter4.txt,312
11.00 am,DATE,0.9968093633651733,Chapter4.txt,312
two-minute,QUANTITY,0.9566277861595154,Chapter4.txt,313
Cenotaph,LOCATION,0.5948153138160706,Chapter4.txt,313
"Whitehall, London",LOCATION,0.8923369646072388,Chapter4.txt,314
1920,DATE,0.982801616191864,Chapter4.txt,316
HMSO,ORGANIZATION,0.7913879156112671,Chapter4.txt,319
each,QUANTITY,0.8125054240226746,Chapter4.txt,329
May,DATE,0.8976414799690247,Chapter4.txt,332
late May,DATE,0.9697102308273315,Chapter4.txt,332
early June,DATE,0.9725091457366943,Chapter4.txt,332
August,DATE,0.997170627117157,Chapter4.txt,332
Northern Ireland,LOCATION,0.9843559861183167,Chapter4.txt,332
Battle of the Boyne,EVENT,0.9693822860717773,Chapter4.txt,333
July,DATE,0.998357355594635,Chapter4.txt,333
Christian,ORGANIZATION,0.9067623615264893,Chapter4.txt,336
Wembley Stadium,LOCATION,0.9620254635810852,Chapter4.txt,344
London,LOCATION,0.9978645443916321,Chapter4.txt,344
Millennium Stadium,LOCATION,0.9038253426551819,Chapter4.txt,345
Cardiff,LOCATION,0.9878259301185608,Chapter4.txt,345
Britain,LOCATION,0.9957242012023926,Chapter4.txt,349
2012,DATE,0.9900998473167419,Chapter4.txt,351
Olympic,EVENT,0.9322267770767212,Chapter4.txt,351
2012 Games,EVENT,0.8906762003898621,Chapter4.txt,351
"Stratford, East",LOCATION,0.9446590542793274,Chapter4.txt,351
London,LOCATION,0.9549444317817688,Chapter4.txt,352
Olympic,EVENT,0.829961359500885,Chapter4.txt,353
third,QUANTITY,0.8788094520568848,Chapter4.txt,353
Paralympic Games,EVENT,0.9160913228988647,Chapter4.txt,354
2012,DATE,0.9950273633003235,Chapter4.txt,354
London,LOCATION,0.9971917271614075,Chapter4.txt,354
Ludwig Guttman,PERSON,0.99782395362854,Chapter4.txt,356
German,OTHER,0.5841538310050964,Chapter4.txt,357
Stoke Mandeville hospital,ORGANIZATION,0.6943959593772888,Chapter4.txt,357
Buckinghamshire,LOCATION,0.9997310042381287,Chapter4.txt,357
Guttman,PERSON,0.8892940878868103,Chapter4.txt,358
HMSO,ORGANIZATION,0.7913879156112671,Chapter4.txt,362
Sir Roger Bannister,PERSON,0.994653046131134,Chapter4.txt,372
1929,DATE,0.9438707828521729,Chapter4.txt,372
first man,QUANTITY,0.8711723685264587,Chapter4.txt,372
four minutes,QUANTITY,0.9446227550506592,Chapter4.txt,373
1954,DATE,0.9984435439109802,Chapter4.txt,373
Sir Jackie Stewart,PERSON,0.9890672564506531,Chapter4.txt,374
1939,DATE,0.9749487042427063,Chapter4.txt,374
Scottish,OTHER,0.9515907168388367,Chapter4.txt,374
Formula 1 world championship,EVENT,0.7807582020759583,Chapter4.txt,375
three times,QUANTITY,0.9776482582092285,Chapter4.txt,375
Bobby Moore,PERSON,0.9990087151527405,Chapter4.txt,376
1941,DATE,0.9934225678443909,Chapter4.txt,376
93,DATE,0.9940793514251709,Chapter4.txt,376
English,OTHER,0.9063098430633545,Chapter4.txt,376
World Cup,EVENT,0.8763484954833984,Chapter4.txt,377
1966,DATE,0.9994613528251648,Chapter4.txt,377
Sir Ian Botham,PERSON,0.9894833564758301,Chapter4.txt,378
1955,DATE,0.9784190654754639,Chapter4.txt,378
English,OTHER,0.9402986168861389,Chapter4.txt,378
English,OTHER,0.6586578488349915,Chapter4.txt,379
both,QUANTITY,0.8433058857917786,Chapter4.txt,379
Jayne Torvill,PERSON,0.9978379607200623,Chapter4.txt,380
1957,DATE,0.911013126373291,Chapter4.txt,380
Christopher Dean,PERSON,0.9987848997116089,Chapter4.txt,380
1958,DATE,0.9909706115722656,Chapter4.txt,380
Olympic Games,EVENT,0.9749747514724731,Chapter4.txt,381
1984,DATE,0.9994667172431946,Chapter4.txt,381
one,QUANTITY,0.8794315457344055,Chapter4.txt,381
Britain,LOCATION,0.8535725474357605,Chapter4.txt,381
Sir Steve Redgrave,PERSON,0.9976093173027039,Chapter4.txt,383
1962,DATE,0.9911212921142578,Chapter4.txt,383
five consecutive,QUANTITY,0.9332515001296997,Chapter4.txt,383
Olympic Games,EVENT,0.9304389953613281,Chapter4.txt,384
one,QUANTITY,0.8758320212364197,Chapter4.txt,384
Britain,LOCATION,0.8478639125823975,Chapter4.txt,384
Baroness Tanni Grey-Thompson,PERSON,0.9956170320510864,Chapter4.txt,385
1969,DATE,0.953310489654541,Chapter4.txt,385
16,QUANTITY,0.5532281994819641,Chapter4.txt,386
Paralympic,EVENT,0.5760793089866638,Chapter4.txt,386
11 gold medals,QUANTITY,0.9695724844932556,Chapter4.txt,386
five Paralympic Games,QUANTITY,0.7964922189712524,Chapter4.txt,387
London Marathon,EVENT,0.9004483222961426,Chapter4.txt,387
six times,QUANTITY,0.9575377702713013,Chapter4.txt,387
30 world records,QUANTITY,0.8991314768791199,Chapter4.txt,388
Dame Kelly Holmes,PERSON,0.9993364810943604,Chapter4.txt,389
1970,DATE,0.9199619889259338,Chapter4.txt,389
two gold medals,QUANTITY,0.9550839066505432,Chapter4.txt,389
2004,DATE,0.9913449287414551,Chapter4.txt,389
Olympic Games,EVENT,0.9251817464828491,Chapter4.txt,390
Dame Ellen MacArthur,PERSON,0.9992927312850952,Chapter4.txt,391
1976,DATE,0.9866640567779541,Chapter4.txt,391
2004,DATE,0.9967204928398132,Chapter4.txt,391
Sir Chris Hoy,PERSON,0.993081271648407,Chapter4.txt,393
1976,DATE,0.9923251867294312,Chapter4.txt,393
Scottish,OTHER,0.9693018794059753,Chapter4.txt,393
six gold,QUANTITY,0.922179639339447,Chapter4.txt,393
one,QUANTITY,0.7803064584732056,Chapter4.txt,393
Olympic,EVENT,0.9310646057128906,Chapter4.txt,394
11 world championship titles,QUANTITY,0.8591026067733765,Chapter4.txt,394
David Weir,PERSON,0.9995588064193726,Chapter4.txt,395
1979,DATE,0.9639907479286194,Chapter4.txt,395
Paralympian,PERSON,0.40216347575187683,Chapter4.txt,395
six gold medals,QUANTITY,0.9582030177116394,Chapter4.txt,396
over two Paralympic Games,QUANTITY,0.8430595397949219,Chapter4.txt,396
London,LOCATION,0.9060736894607544,Chapter4.txt,396
six times,QUANTITY,0.978932797908783,Chapter4.txt,397
Bradley Wiggins,PERSON,0.9978195428848267,Chapter4.txt,398
1980,DATE,0.9270280003547668,Chapter4.txt,398
2012,DATE,0.9918477535247803,Chapter4.txt,398
first,QUANTITY,0.6541181206703186,Chapter4.txt,398
Briton,PERSON,0.5430629849433899,Chapter4.txt,398
Tour de France,EVENT,0.8975598812103271,Chapter4.txt,399
seven,QUANTITY,0.6850456595420837,Chapter4.txt,399
Olympic Medals,EVENT,0.7209588289260864,Chapter4.txt,399
2004,DATE,0.9880712032318115,Chapter4.txt,400
2008,DATE,0.996641993522644,Chapter4.txt,400
2012 Olympic Games,EVENT,0.9258186221122742,Chapter4.txt,400
Mo Farah,PERSON,0.9928432703018188,Chapter4.txt,401
1983,DATE,0.9857655763626099,Chapter4.txt,401
2012 Olympics,EVENT,0.9226889610290527,Chapter4.txt,402
"5,000",QUANTITY,0.9974848031997681,Chapter4.txt,402
"10,000 metres",QUANTITY,0.9721030592918396,Chapter4.txt,402
first,QUANTITY,0.8379625678062439,Chapter4.txt,403
Briton,PERSON,0.414281964302063,Chapter4.txt,403
Olympic,EVENT,0.7667334079742432,Chapter4.txt,403
"10,000 metres",QUANTITY,0.9731623530387878,Chapter4.txt,403
HMSO,ORGANIZATION,0.7913879156112671,Chapter4.txt,406
Jessica Ennis,PERSON,0.999258279800415,Chapter4.txt,415
1986,DATE,0.9854145050048828,Chapter4.txt,415
2012 Olympic,EVENT,0.8322550058364868,Chapter4.txt,415
seven different track,QUANTITY,0.7857977151870728,Chapter4.txt,416
Andy Murray,PERSON,0.9995548725128174,Chapter4.txt,418
1987,DATE,0.9851154685020447,Chapter4.txt,418
Scottish,OTHER,0.9254018664360046,Chapter4.txt,418
2012,DATE,0.994648277759552,Chapter4.txt,418
US Open,EVENT,0.9220784306526184,Chapter4.txt,419
first,QUANTITY,0.8578063249588013,Chapter4.txt,419
Grand Slam,EVENT,0.8396266102790833,Chapter4.txt,420
1936,DATE,0.9981032609939575,Chapter4.txt,420
Olympic,EVENT,0.9352253079414368,Chapter4.txt,420
Wimbledon,EVENT,0.971256673336029,Chapter4.txt,421
page 89,OTHER,0.7035396099090576,Chapter4.txt,422
Ellie Simmonds,PERSON,0.9985139966011047,Chapter4.txt,423
1994,DATE,0.9791281819343567,Chapter4.txt,423
Paralympian,PERSON,0.3289746642112732,Chapter4.txt,423
2008,DATE,0.9588614702224731,Chapter4.txt,424
2012 Paralympic Games,EVENT,0.9416872262954712,Chapter4.txt,424
2008,DATE,0.6200400590896606,Chapter4.txt,426
England,LOCATION,0.9968845248222351,Chapter4.txt,429
up to five days,QUANTITY,0.9179182648658752,Chapter4.txt,430
England,ORGANIZATION,0.8110127449035645,Chapter4.txt,436
Australia,ORGANIZATION,0.9746071100234985,Chapter4.txt,436
first professional football clubs,QUANTITY,0.8100394010543823,Chapter4.txt,440
late 19th century,DATE,0.9809497594833374,Chapter4.txt,440
England,LOCATION,0.8827013969421387,Chapter4.txt,441
Scotland,LOCATION,0.9995288848876953,Chapter4.txt,441
Wales,LOCATION,0.9996621608734131,Chapter4.txt,441
Northern Ireland,LOCATION,0.9923315048217773,Chapter4.txt,441
each,QUANTITY,0.767918050289154,Chapter4.txt,441
English,OTHER,0.9176186323165894,Chapter4.txt,442
Premier League,EVENT,0.8832561373710632,Chapter4.txt,443
UEFA,ORGANIZATION,0.7817633152008057,Chapter4.txt,444
Union of European Football,ORGANIZATION,0.9872103333473206,Chapter4.txt,444
Champions League,EVENT,0.7839004993438721,Chapter4.txt,445
Europe,LOCATION,0.9666192531585693,Chapter4.txt,445
Each country,QUANTITY,0.8665221333503723,Chapter4.txt,450
FIFA,ORGANIZATION,0.6439875364303589,Chapter4.txt,451
Fédération Internationale de Football Association,ORGANIZATION,0.9608767628669739,Chapter4.txt,452
World Cup,EVENT,0.9359294176101685,Chapter4.txt,452
UEFA,ORGANIZATION,0.7383043169975281,Chapter4.txt,452
HMSO,ORGANIZATION,0.7913879156112671,Chapter4.txt,454
European Football Championships,EVENT,0.994022786617279,Chapter4.txt,463
England,LOCATION,0.5232605338096619,Chapter4.txt,463
World Cup of 1966,EVENT,0.9402291774749756,Chapter4.txt,464
England,LOCATION,0.9969543218612671,Chapter4.txt,469
early 19th century,DATE,0.9691531658172607,Chapter4.txt,469
Both,QUANTITY,0.9050278663635254,Chapter4.txt,471
England,LOCATION,0.8349746465682983,Chapter4.txt,472
Wales,LOCATION,0.9993788003921509,Chapter4.txt,472
Scotland,LOCATION,0.9998520612716675,Chapter4.txt,472
Northern Ireland,LOCATION,0.9969532489776611,Chapter4.txt,472
Irish,OTHER,0.5219349265098572,Chapter4.txt,472
Six Nations Championship,EVENT,0.8271007537841797,Chapter4.txt,474
England,LOCATION,0.82021164894104,Chapter4.txt,475
Ireland,LOCATION,0.999305248260498,Chapter4.txt,475
Scotland,LOCATION,0.9999016523361206,Chapter4.txt,475
Wales,LOCATION,0.9998477697372437,Chapter4.txt,475
France,LOCATION,0.9991939663887024,Chapter4.txt,475
Italy,LOCATION,0.998097836971283,Chapter4.txt,475
Britain,LOCATION,0.9973847270011902,Chapter4.txt,479
Roman,OTHER,0.4305274486541748,Chapter4.txt,480
Royal Ascot,ORGANIZATION,0.7956267595291138,Chapter4.txt,482
five-day,QUANTITY,0.9240279197692871,Chapter4.txt,482
Berkshire,LOCATION,0.7569755911827087,Chapter4.txt,482
Royal Family,ORGANIZATION,0.9017960429191589,Chapter4.txt,483
Grand National,LOCATION,0.6170384287834167,Chapter4.txt,483
Aintree,LOCATION,0.8874065279960632,Chapter4.txt,483
Liverpool,ORGANIZATION,0.7641275525093079,Chapter4.txt,484
Scottish Grand National,LOCATION,0.7095990180969238,Chapter4.txt,484
Ayr,LOCATION,0.7408421635627747,Chapter4.txt,484
Horseracing Museum,ORGANIZATION,0.720036506652832,Chapter4.txt,485
"Newmarket, Suffolk",LOCATION,0.9735868573188782,Chapter4.txt,485
15th century,DATE,0.9655355215072632,Chapter4.txt,488
Scotland,LOCATION,0.9780901670455933,Chapter4.txt,488
United States,LOCATION,0.8240541815757751,Chapter4.txt,493
England,LOCATION,0.9935564398765564,Chapter4.txt,496
late 19th century,DATE,0.9630035758018494,Chapter4.txt,496
first tennis,QUANTITY,0.8333538174629211,Chapter4.txt,496
Leamington Spa,LOCATION,0.8118517994880676,Chapter4.txt,497
1872,DATE,0.999649167060852,Chapter4.txt,497
Britain,LOCATION,0.9906129837036133,Chapter4.txt,498
Wimbledon Championships,EVENT,0.7161121368408203,Chapter4.txt,498
each,QUANTITY,0.847100019454956,Chapter4.txt,498
All England Lawn Tennis and Croquet Club,ORGANIZATION,0.9025939106941223,Chapter4.txt,499
Grand Slam,EVENT,0.8586595058441162,Chapter4.txt,501
HMSO,ORGANIZATION,0.7913879156112671,Chapter4.txt,505
Isle of Wight,LOCATION,0.9284573793411255,Chapter4.txt,518
both,QUANTITY,0.8455987572669983,Chapter4.txt,519
Thames,LOCATION,0.8623459339141846,Chapter4.txt,520
Oxford,LOCATION,0.7204413414001465,Chapter4.txt,520
Cambridge,LOCATION,0.9952658414840698,Chapter4.txt,520
Formula 1 Grand Prix,EVENT,0.7877732515335083,Chapter4.txt,527
British Grand Prix,ORGANIZATION,0.6795708537101746,Chapter4.txt,528
Formula 1 World Championship,EVENT,0.9829831719398499,Chapter4.txt,528
five ski centres,QUANTITY,0.8835476636886597,Chapter4.txt,535
Scotland,LOCATION,0.9995237588882446,Chapter4.txt,535
Europe,LOCATION,0.8699323534965515,Chapter4.txt,536
Edinburgh,LOCATION,0.9998013377189636,Chapter4.txt,536
The Proms,TITLE,0.7589430809020996,Chapter4.txt,543
eight-week,QUANTITY,0.9587534070014954,Chapter4.txt,543
Royal Albert Hall,LOCATION,0.8716185092926025,Chapter4.txt,544
London,LOCATION,0.999140739440918,Chapter4.txt,544
Royal Albert Hall,LOCATION,0.8782546520233154,Chapter4.txt,545
London,LOCATION,0.9988564252853394,Chapter4.txt,545
British Broadcasting Corporation,ORGANIZATION,0.9986131191253662,Chapter4.txt,546
BBC,ORGANIZATION,0.9995003938674927,Chapter4.txt,546
1927,DATE,0.9983940720558167,Chapter4.txt,546
HMSO,ORGANIZATION,0.7913879156112671,Chapter4.txt,548
The Last Night of the Proms,TITLE,0.9399731159210205,Chapter4.txt,557
1659,DATE,0.9616641402244568,Chapter4.txt,560
95,DATE,0.9903410077095032,Chapter4.txt,560
Westminster Abbey,LOCATION,0.9178246855735779,Chapter4.txt,560
Europe,LOCATION,0.9983171224594116,Chapter4.txt,562
German,OTHER,0.5375998020172119,Chapter4.txt,563
George Frederick Handel,PERSON,0.9996592402458191,Chapter4.txt,563
1685,DATE,0.9993494153022766,Chapter4.txt,563
1759,DATE,0.9991323351860046,Chapter4.txt,563
King George I,PERSON,0.7288233041763306,Chapter4.txt,565
Royal Fireworks,ORGANIZATION,0.7040654420852661,Chapter4.txt,565
George II,PERSON,0.9904473423957825,Chapter4.txt,566
Both,QUANTITY,0.5749936103820801,Chapter4.txt,567
Handel,PERSON,0.7508765459060669,Chapter4.txt,567
Messiah,PERSON,0.48238569498062134,Chapter4.txt,568
Easter,EVENT,0.8793991804122925,Chapter4.txt,568
Gustav Holst,PERSON,0.9654952883720398,Chapter4.txt,570
1874,DATE,0.9982220530509949,Chapter4.txt,570
1934,DATE,0.9998028874397278,Chapter4.txt,570
The Planets,TITLE,0.7717135548591614,Chapter4.txt,571
Jupiter,LOCATION,0.8656367659568787,Chapter4.txt,572
Sir Edward Elgar,PERSON,0.9976238012313843,Chapter4.txt,574
1857,DATE,0.9991797804832458,Chapter4.txt,574
1934,DATE,0.9995249509811401,Chapter4.txt,574
"Worcester, England",LOCATION,0.9900522828102112,Chapter4.txt,574
March No1,DATE,0.7675756812095642,Chapter4.txt,574
Last Night,DATE,0.5926836133003235,Chapter4.txt,575
Royal Albert Hall,ORGANIZATION,0.7835347652435303,Chapter4.txt,576
Ralph Vaughan Williams,PERSON,0.9997317790985107,Chapter4.txt,577
1872,DATE,0.9990993738174438,Chapter4.txt,577
1958,DATE,0.9995570778846741,Chapter4.txt,577
English,OTHER,0.9420186281204224,Chapter4.txt,578
Sir William Walton,PERSON,0.9952429533004761,Chapter4.txt,579
1902,DATE,0.9974536299705505,Chapter4.txt,579
83,DATE,0.9946073889732361,Chapter4.txt,579
King George VI,PERSON,0.9951843023300171,Chapter4.txt,580
Queen Elizabeth II,PERSON,0.9930285215377808,Chapter4.txt,581
Balthazar,PERSON,0.43000200390815735,Chapter4.txt,582
HMSO,ORGANIZATION,0.7913879156112671,Chapter4.txt,586
Royal Albert Hall,LOCATION,0.7943412065505981,Chapter4.txt,595
Last Night,DATE,0.6935957670211792,Chapter4.txt,595
Benjamin Britten,PERSON,0.9990648627281189,Chapter4.txt,597
1913,DATE,0.9961511492729187,Chapter4.txt,597
76,DATE,0.9961509704589844,Chapter4.txt,597
Peter Grimes,PERSON,0.9992161393165588,Chapter4.txt,598
Billy Budd,PERSON,0.9992323517799377,Chapter4.txt,598
Purcell,PERSON,0.6404809355735779,Chapter4.txt,599
Aldeburgh festival,EVENT,0.5935017466545105,Chapter4.txt,601
Suffolk,LOCATION,0.9840404391288757,Chapter4.txt,601
Britain,LOCATION,0.9967972636222839,Chapter4.txt,604
20th century,DATE,0.9986359477043152,Chapter4.txt,604
Britain,LOCATION,0.7044358849525452,Chapter4.txt,604
English,OTHER,0.9287480115890503,Chapter4.txt,605
1960s,DATE,0.9858500957489014,Chapter4.txt,608
HMSO,ORGANIZATION,0.7913879156112671,Chapter4.txt,611
Rolling Stones,ORGANIZATION,0.9156520962715149,Chapter4.txt,620
both,QUANTITY,0.7955706119537354,Chapter4.txt,620
late 1970s,DATE,0.9547217488288879,Chapter4.txt,622
1990s,DATE,0.9012336134910583,Chapter4.txt,623
Wembley Stadium,LOCATION,0.8931800127029419,Chapter4.txt,625
O2,LOCATION,0.7018002867698669,Chapter4.txt,625
Greenwich,LOCATION,0.8350071310997009,Chapter4.txt,625
south-east London,LOCATION,0.90667724609375,Chapter4.txt,625
Scottish Exhibition and Conference Centre,EVENT,0.8457438349723816,Chapter4.txt,626
SECC,EVENT,0.9912398457527161,Chapter4.txt,626
Glasgow,LOCATION,0.9962558746337891,Chapter4.txt,626
Glastonbury,LOCATION,0.924177348613739,Chapter4.txt,628
Isle of Wight,LOCATION,0.9772362112998962,Chapter4.txt,628
V Festival,EVENT,0.8134188055992126,Chapter4.txt,629
both,QUANTITY,0.7982644438743591,Chapter4.txt,629
National Eisteddfod of Wales,ORGANIZATION,0.9018014073371887,Chapter4.txt,631
Welsh,LOCATION,0.8784548044204712,Chapter4.txt,632
Welsh,OTHER,0.776628851890564,Chapter4.txt,633
Mercury Music Prize,TITLE,0.8534126877784729,Chapter4.txt,634
each September,QUANTITY,0.6227900385856628,Chapter4.txt,634
both,QUANTITY,0.6813582181930542,Chapter4.txt,642
London,LOCATION,0.9352039098739624,Chapter4.txt,642
The Mousetrap,TITLE,0.6592724919319153,Chapter4.txt,643
Dame Agatha Christie,PERSON,0.9787335991859436,Chapter4.txt,644
1952,DATE,0.9988391995429993,Chapter4.txt,645
Gilbert,PERSON,0.9974170923233032,Chapter4.txt,647
Sullivan,PERSON,0.9986845850944519,Chapter4.txt,647
HMS Pinafore,TITLE,0.594865620136261,Chapter4.txt,648
The Pirates,TITLE,0.8519141674041748,Chapter4.txt,648
Penzance,TITLE,0.2944962978363037,Chapter4.txt,649
The Mikado,TITLE,0.9567944407463074,Chapter4.txt,649
Gilbert,PERSON,0.9861490726470947,Chapter4.txt,649
Sullivan,PERSON,0.9975002408027649,Chapter4.txt,649
Andrew Lloyd Webber,PERSON,0.9934397339820862,Chapter4.txt,650
Tim Rice,PERSON,0.9990044236183167,Chapter4.txt,652
Jesus Christ,PERSON,0.8456915020942688,Chapter4.txt,652
Evita,PERSON,0.6700031757354736,Chapter4.txt,653
Phantom of the Opera,TITLE,0.79874587059021,Chapter4.txt,653
One,QUANTITY,0.7183356285095215,Chapter4.txt,654
Christmas,EVENT,0.8968997001647949,Chapter4.txt,655
One,QUANTITY,0.6582112312316895,Chapter4.txt,656
two actors,QUANTITY,0.9617601037025452,Chapter4.txt,658
Edinburgh Festival,EVENT,0.9576033353805542,Chapter4.txt,659
Edinburgh,LOCATION,0.5496042966842651,Chapter4.txt,659
Scotland,LOCATION,0.9993364214897156,Chapter4.txt,659
HMSO,ORGANIZATION,0.7913879156112671,Chapter4.txt,662
Edinburgh Festival Fringe,EVENT,0.932084321975708,Chapter4.txt,671
Laurence Olivier Awards,TITLE,0.7374381422996521,Chapter4.txt,674
London,LOCATION,0.9542348384857178,Chapter4.txt,675
Olivier,PERSON,0.9668976664543152,Chapter4.txt,677
Lord Olivier,PERSON,0.9948157668113708,Chapter4.txt,677
Shakespeare,PERSON,0.9563730359077454,Chapter4.txt,678
Middle Ages,DATE,0.9924551844596863,Chapter4.txt,681
Britain,LOCATION,0.9894014000892639,Chapter4.txt,684
16th,QUANTITY,0.894748330116272,Chapter4.txt,685
17th centuries,QUANTITY,0.8994665145874023,Chapter4.txt,685
Hans Holbein,PERSON,0.99575275182724,Chapter4.txt,685
Anthony Van Dyck,PERSON,0.9923710823059082,Chapter4.txt,686
18th century,DATE,0.9886829853057861,Chapter4.txt,687
Britain,LOCATION,0.5076103806495667,Chapter4.txt,690
Tate Modern,LOCATION,0.9405782222747803,Chapter4.txt,690
London,LOCATION,0.9960618615150452,Chapter4.txt,690
National Museum,LOCATION,0.674186110496521,Chapter4.txt,690
Cardiff,LOCATION,0.9767996668815613,Chapter4.txt,690
National Gallery of Scotland,ORGANIZATION,0.8952859044075012,Chapter4.txt,691
Edinburgh,LOCATION,0.9997463822364807,Chapter4.txt,691
Thomas Gainsborough,PERSON,0.9992045164108276,Chapter4.txt,694
1727,DATE,0.9919660091400146,Chapter4.txt,694
88,DATE,0.9966073036193848,Chapter4.txt,694
David Allan,PERSON,0.9995617270469666,Chapter4.txt,696
1744,DATE,0.9962728023529053,Chapter4.txt,696
96,DATE,0.9960718154907227,Chapter4.txt,696
Scottish,OTHER,0.9589000344276428,Chapter4.txt,696
One,QUANTITY,0.7034876942634583,Chapter4.txt,697
Joseph Turner,PERSON,0.9993278980255127,Chapter4.txt,699
1775,DATE,0.9995367527008057,Chapter4.txt,699
1851,DATE,0.9994282126426697,Chapter4.txt,699
John Constable,PERSON,0.9983435273170471,Chapter4.txt,702
1776,DATE,0.9994888305664062,Chapter4.txt,702
